gm_gmw_pk,bro_id,delivery_accountable_party,quality_regime,object_registration_time,latest_addition_time,registration_completion_time,latest_correction_time,under_review_time,deregistration_time,number_of_monitoring_tubes,nitg_code,well_code,owner,well_construction_date,well_removal_date,construction_standard,initial_function,well_head_protector,local_vertical_reference_point,ground_level_position,imbro_xml_url,delivered_location,ranking,coordinates
64823,GMW000000075847,50200097,IMBRO/A,2023-07-28T11:25:44+02:00,2023-07-28T11:25:44+02:00,,,,,2,B49G0460,GMW49G000460,40516730,27/10/2009,,STOWAgwst,stand,geen,NAP,0.16,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000075847,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>80028.000 381033.000</gml:pos>
</gml:Point>",1,(4.309504898 51.413444283)
64824,GMW000000075848,50200097,IMBRO/A,2023-07-28T11:28:04+02:00,2023-07-28T11:28:04+02:00,2023-07-28T11:28:04+02:00,,,,2,B49G0460,GMW49G000460,40516730,17/11/1994,27/10/2009,STOWAgwst,stand,kokerMetaal,NAP,0.38,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000075848,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>80027.000 381033.000</gml:pos>
</gml:Point>",0.8,(4.309490526 51.41344415)
47505,GMW000000056740,50200097,IMBRO/A,2021-10-16T18:53:20+02:00,,2021-10-16T18:53:20+02:00,,,,1,B54A0094,GMW54A000094,27376655,28/09/1965,29/05/1972,onbekend,stand,geen,NAP,2.23,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056740,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>22980.000 366560.000</gml:pos>
</gml:Point>",0.8,(3.49519006 51.27295071)
47536,GMW000000056771,50200097,IMBRO/A,2021-10-16T18:53:36+02:00,,2021-10-16T18:53:36+02:00,,,,1,B54A0094,GMW54A000094,27376655,29/05/1972,03/06/1976,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056771,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>22980.000 366560.000</gml:pos>
</gml:Point>",0.8,(3.49519006 51.27295071)
47542,GMW000000056777,50200097,IMBRO/A,2021-10-16T18:53:39+02:00,,,,,,1,B54A0096,GMW54A000096,27376655,17/09/1984,,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056777,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>24680.000 373780.000</gml:pos>
</gml:Point>",0.8,(3.5168896 51.33821467)
47571,GMW000000056806,50200097,IMBRO/A,2021-10-16T18:53:54+02:00,2021-10-16T18:53:54+02:00,2021-10-16T18:53:54+02:00,,,,1,B54A0096,GMW54A000096,27376655,27/10/1967,17/09/1984,onbekend,stand,pot,NAP,1.31,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056806,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>24680.000 373780.000</gml:pos>
</gml:Point>",0.9,(3.5168896 51.33821467)
47639,GMW000000056874,50200097,IMBRO/A,2021-10-16T18:54:29+02:00,2021-10-16T18:54:29+02:00,2021-10-16T18:54:29+02:00,,,,1,B54A0096,GMW54A000096,27376655,14/05/1952,27/10/1967,onbekend,stand,pot,NAP,1.48,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056874,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>24680.000 373780.000</gml:pos>
</gml:Point>",0.8,(3.5168896 51.33821467)
47534,GMW000000056769,50200097,IMBRO/A,2021-10-16T18:53:35+02:00,2021-10-16T18:53:35+02:00,,,,,1,B54A0097,GMW54A000097,27376655,14/06/1974,,onbekend,stand,pot,NAP,1.19,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056769,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>27800.000 369040.000</gml:pos>
</gml:Point>",1,(3.56334445 51.29633596)
47550,GMW000000056785,50200097,IMBRO/A,2021-10-16T18:53:43+02:00,2021-10-16T18:53:43+02:00,2021-10-16T18:53:43+02:00,,,,1,B54A0097,GMW54A000097,27376655,14/01/1952,14/06/1974,onbekend,stand,pot,NAP,1.11,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056785,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>27800.000 369040.000</gml:pos>
</gml:Point>",0.8,(3.56334445 51.29633596)
47492,GMW000000056727,50200097,IMBRO/A,2021-10-16T18:53:13+02:00,2021-10-16T18:53:13+02:00,2021-10-16T18:53:13+02:00,,,,1,B54A0099,GMW54A000099,27376655,14/05/1952,26/02/1996,onbekend,stand,geen,NAP,1.29,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056727,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>20260.000 363750.000</gml:pos>
</gml:Point>",0.8,(3.45729441 51.24706376)
47661,GMW000000056896,50200097,IMBRO/A,2021-10-16T18:54:41+02:00,,,,,,1,B54A0099,GMW54A000099,27376655,26/02/1996,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056896,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>20260.000 363750.000</gml:pos>
</gml:Point>",0.8,(3.45729441 51.24706376)
47591,GMW000000056826,50200097,IMBRO/A,2021-10-16T18:54:04+02:00,,2021-10-16T18:54:04+02:00,,,,1,B54B0097,GMW54B000097,27376655,13/06/1969,14/09/1972,onbekend,stand,geen,NAP,3.69,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056826,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>36400.000 372150.000</gml:pos>
</gml:Point>",0.8,(3.68556161 51.32614709)
47671,GMW000000056906,50200097,IMBRO/A,2021-10-16T18:54:47+02:00,,,,,,1,B54B0097,GMW54B000097,27376655,14/09/1972,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056906,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>36400.000 372150.000</gml:pos>
</gml:Point>",0.8,(3.68556161 51.32614708)
47428,GMW000000056663,50200097,IMBRO/A,2021-10-16T18:52:39+02:00,2021-10-16T18:52:39+02:00,2021-10-16T18:52:39+02:00,,,,1,B54B0098,GMW54B000098,27376655,14/11/1952,15/09/1980,onbekend,stand,geen,NAP,1.62,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056663,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>30570.000 373820.000</gml:pos>
</gml:Point>",0.8,(3.60136647 51.33990035)
47468,GMW000000056703,50200097,IMBRO/A,2021-10-16T18:53:01+02:00,2021-10-16T18:53:01+02:00,,,,,1,B54B0098,GMW54B000098,27376655,23/02/1988,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056703,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>30570.000 373820.000</gml:pos>
</gml:Point>",0.8,(3.60136647 51.33990035)
47613,GMW000000056848,50200097,IMBRO/A,2021-10-16T18:54:15+02:00,,2021-10-16T18:54:15+02:00,,,,1,B54B0098,GMW54B000098,27376655,15/09/1980,14/09/1983,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056848,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>30570.000 373820.000</gml:pos>
</gml:Point>",0.66666,(3.60136647 51.33990035)
47622,GMW000000056857,50200097,IMBRO/A,2021-10-16T18:54:20+02:00,2021-10-16T18:54:20+02:00,2021-10-16T18:54:20+02:00,,,,1,B54B0098,GMW54B000098,27376655,14/09/1983,23/02/1988,onbekend,stand,geen,NAP,1.54,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056857,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>30570.000 373820.000</gml:pos>
</gml:Point>",0.93334,(3.60136647 51.33990035)
47573,GMW000000056808,50200097,IMBRO/A,2021-10-16T18:53:55+02:00,,,,,,1,B54E0343,GMW54E000343,27376655,26/04/1991,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056808,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>48390.000 369620.000</gml:pos>
</gml:Point>",0.8,(3.85828926 51.3057981)
47677,GMW000000056912,50200097,IMBRO/A,2021-10-16T18:54:50+02:00,,2021-10-16T18:54:50+02:00,,,,1,B54E0343,GMW54E000343,27376655,27/10/1967,26/04/1991,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056912,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>48390.000 369620.000</gml:pos>
</gml:Point>",0.7,(3.85828926 51.3057981)
47679,GMW000000056914,50200097,IMBRO/A,2021-10-16T18:54:51+02:00,,2021-10-16T18:54:51+02:00,,,,1,B54E0343,GMW54E000343,27376655,28/09/1965,27/10/1967,onbekend,stand,geen,NAP,1.74,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056914,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>48390.000 369620.000</gml:pos>
</gml:Point>",0.8,(3.85828926 51.3057981)
47478,GMW000000056713,50200097,IMBRO/A,2021-10-16T18:53:06+02:00,,,,,,1,B54E0344,GMW54E000344,27376655,12/06/1970,,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056713,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40780.000 368520.000</gml:pos>
</gml:Point>",0.8,(3.7495482 51.29442993)
47684,GMW000000056919,50200097,IMBRO/A,2021-10-16T18:54:54+02:00,2021-10-16T18:54:54+02:00,2021-10-16T18:54:54+02:00,,,,1,B54E0344,GMW54E000344,27376655,28/09/1965,12/06/1970,onbekend,stand,pot,NAP,2.08,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056919,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40780.000 368520.000</gml:pos>
</gml:Point>",0.8,(3.7495482 51.29442993)
47545,GMW000000056780,50200097,IMBRO/A,2021-10-16T18:53:40+02:00,2021-10-16T18:53:40+02:00,,,,,1,B54E0347,GMW54E000347,27376655,14/04/1968,,onbekend,stand,geen,NAP,1.14,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056780,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>49650.000 370710.000</gml:pos>
</gml:Point>",1,(3.87602936 51.31582885)
47567,GMW000000056802,50200097,IMBRO/A,2021-10-16T18:53:52+02:00,,2021-10-16T18:53:52+02:00,,,,1,B54E0347,GMW54E000347,27376655,28/11/1966,14/04/1968,onbekend,stand,geen,NAP,1.32,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056802,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>49650.000 370710.000</gml:pos>
</gml:Point>",0.8,(3.87602936 51.31582885)
47433,GMW000000056668,50200097,IMBRO/A,2021-10-16T18:52:42+02:00,2021-10-16T18:52:42+02:00,2021-10-16T18:52:42+02:00,,,,1,B54E0348,GMW54E000348,27376655,14/11/1951,21/09/1965,onbekend,stand,geen,NAP,2.24,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056668,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>43490.000 368320.000</gml:pos>
</gml:Point>",0.8,(3.78845161 51.29317275)
47611,GMW000000056846,50200097,IMBRO/A,2021-10-16T18:54:14+02:00,,2021-10-16T18:54:14+02:00,,,,1,B54E0348,GMW54E000348,27376655,15/09/1980,14/10/1981,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056846,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>43490.000 368320.000</gml:pos>
</gml:Point>",0.8,(3.78845161 51.29317274)
47623,GMW000000056858,50200097,IMBRO/A,2021-10-16T18:54:21+02:00,2021-10-16T18:54:21+02:00,2021-10-16T18:54:21+02:00,,,,1,B54E0348,GMW54E000348,27376655,21/09/1965,28/08/1974,onbekend,stand,geen,NAP,2.22,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056858,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>43490.000 368320.000</gml:pos>
</gml:Point>",0.8666600000000001,(3.78845161 51.29317275)
47674,GMW000000056909,50200097,IMBRO/A,2021-10-16T18:54:48+02:00,,2021-10-16T18:54:48+02:00,,,,1,B54E0348,GMW54E000348,27376655,28/08/1974,15/09/1980,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056909,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>43490.000 368320.000</gml:pos>
</gml:Point>",0.73334,(3.78845161 51.29317274)
47469,GMW000000056704,50200097,IMBRO/A,2021-10-16T18:53:01+02:00,,,,,,1,B54F0102,GMW54F000102,27376655,28/02/1996,,onbekend,stand,geen,NAP,1.69,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056704,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58280.000 367860.000</gml:pos>
</gml:Point>",1,(4.00056063 51.2917571)
47603,GMW000000056838,50200097,IMBRO/A,2021-10-16T18:54:10+02:00,,2021-10-16T18:54:10+02:00,,,,1,B54F0102,GMW54F000102,27376655,28/05/1972,28/02/1996,onbekend,stand,geen,NAP,1.57,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056838,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>58280.000 367860.000</gml:pos>
</gml:Point>",0.8,(4.00056063 51.2917571)
47569,GMW000000056804,50200097,IMBRO/A,2021-10-16T18:53:53+02:00,2021-10-16T18:53:53+02:00,,,,,1,B54F0103,GMW54F000103,27376655,29/05/1972,,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056804,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>57370.000 373450.000</gml:pos>
</gml:Point>",0.8,(3.9859792 51.34183588)
47644,GMW000000056879,50200097,IMBRO/A,2021-10-16T18:54:32+02:00,2021-10-16T18:54:32+02:00,2021-10-16T18:54:32+02:00,,,,1,B54F0103,GMW54F000103,27376655,28/09/1951,21/09/1965,onbekend,stand,pot,NAP,1.16,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056879,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>57370.000 373450.000</gml:pos>
</gml:Point>",0.8,(3.9859792 51.34183588)
47682,GMW000000056917,50200097,IMBRO/A,2021-10-16T18:54:53+02:00,,2021-10-16T18:54:53+02:00,,,,1,B54F0103,GMW54F000103,27376655,21/09/1965,29/05/1972,onbekend,stand,pot,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056917,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>57370.000 373450.000</gml:pos>
</gml:Point>",0.7,(3.9859792 51.34183588)
47487,GMW000000056722,50200097,IMBRO/A,2021-10-16T18:53:11+02:00,2021-10-16T18:53:11+02:00,,,,,1,B54F0105,GMW54F000105,27376655,26/10/1967,,onbekend,stand,geen,NAP,1.98,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056722,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>55140.000 368150.000</gml:pos>
</gml:Point>",1,(3.95547535 51.29381846)
47632,GMW000000056867,50200097,IMBRO/A,2021-10-16T18:54:26+02:00,,2021-10-16T18:54:26+02:00,,,,1,B54F0105,GMW54F000105,27376655,14/06/1951,26/10/1967,onbekend,stand,geen,NAP,1.97,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056867,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>55140.000 368150.000</gml:pos>
</gml:Point>",0.8,(3.95547535 51.29381846)
47529,GMW000000056764,50200097,IMBRO/A,2021-10-16T18:53:32+02:00,,2021-10-16T18:53:32+02:00,,,,1,B55A0367,GMW55A000367,27376655,14/09/1951,16/04/1968,onbekend,stand,geen,NAP,0.15,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056764,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>64520.000 369180.000</gml:pos>
</gml:Point>",0.8,(4.08966265 51.30465066)
47663,GMW000000056898,50200097,IMBRO/A,2021-10-16T18:54:42+02:00,,2021-10-16T18:54:42+02:00,,,,1,B55A0367,GMW55A000367,27376655,16/04/1968,21/10/1981,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056898,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>64520.000 369180.000</gml:pos>
</gml:Point>",0.8,(4.08966265 51.30465066)
47516,GMW000000056751,50200097,IMBRO/A,2021-10-16T18:53:26+02:00,2021-10-16T18:53:26+02:00,2021-10-16T18:53:26+02:00,,,,1,B55A0370,GMW55A000370,27376655,28/09/1962,28/08/1974,onbekend,stand,geen,NAP,1.7,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056751,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>68960.000 367770.000</gml:pos>
</gml:Point>",0.8,(4.15366252 51.29267092)
47589,GMW000000056824,50200097,IMBRO/A,2021-10-16T18:54:03+02:00,2021-10-16T18:54:03+02:00,,,,,1,B55A0370,GMW55A000370,27376655,28/08/1974,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056824,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>68960.000 367770.000</gml:pos>
</gml:Point>",0.8,(4.15366252 51.29267092)
