time,value,status_quality_control,censor_reason,censor_limit
2025-06-10T10:29:09+0200,3.745,goedgekeurd,,
2025-06-10T11:29:10+0200,3.750,goedgekeurd,,
2025-06-10T12:29:10+0200,3.753,goedgekeurd,,
2025-06-10T13:29:11+0200,3.756,goedgekeurd,,
2025-06-10T14:29:11+0200,3.757,goedgekeurd,,
2025-06-10T15:29:10+0200,3.761,goedgekeurd,,
2025-06-10T16:29:11+0200,3.763,goedgekeurd,,
2025-06-10T17:29:11+0200,3.764,goedgekeurd,,
2025-06-10T18:29:12+0200,3.766,goedgekeurd,,
2025-06-10T19:29:12+0200,3.765,goedgekeurd,,
2025-06-10T20:29:12+0200,3.766,goedgekeurd,,
2025-06-10T21:29:12+0200,3.767,goedgekeurd,,
2025-06-10T22:29:12+0200,3.768,goedgekeurd,,
2025-06-10T23:29:12+0200,3.769,goedgekeurd,,
2025-06-11T00:29:12+0200,3.769,goedgekeurd,,
2025-06-11T01:29:13+0200,3.770,goedgekeurd,,
2025-06-11T02:29:13+0200,3.767,goedgekeurd,,
2025-06-11T03:29:13+0200,3.771,goedgekeurd,,
2025-06-11T04:29:14+0200,3.767,goedgekeurd,,
2025-06-11T05:29:14+0200,3.768,goedgekeurd,,
2025-06-11T06:29:14+0200,3.764,goedgekeurd,,
2025-06-11T07:29:14+0200,3.765,goedgekeurd,,
2025-06-11T08:29:14+0200,3.767,goedgekeurd,,
2025-06-11T09:29:15+0200,3.765,goedgekeurd,,
2025-06-11T10:29:15+0200,3.765,goedgekeurd,,
2025-06-11T11:29:14+0200,3.764,goedgekeurd,,
2025-06-11T12:29:14+0200,3.760,goedgekeurd,,
2025-06-11T13:29:15+0200,3.763,goedgekeurd,,
2025-06-11T14:29:15+0200,3.761,goedgekeurd,,
2025-06-11T15:29:15+0200,3.758,goedgekeurd,,
2025-06-11T16:29:15+0200,3.760,goedgekeurd,,
2025-06-11T17:29:15+0200,3.756,goedgekeurd,,
2025-06-11T18:29:15+0200,3.761,goedgekeurd,,
2025-06-11T19:29:16+0200,3.756,goedgekeurd,,
2025-06-11T20:29:16+0200,3.761,goedgekeurd,,
2025-06-11T21:29:16+0200,3.759,goedgekeurd,,
2025-06-11T22:29:16+0200,3.756,goedgekeurd,,
2025-06-11T23:29:17+0200,3.756,goedgekeurd,,
2025-06-12T00:29:17+0200,3.756,goedgekeurd,,
2025-06-12T01:29:17+0200,3.750,goedgekeurd,,
2025-06-12T02:29:17+0200,3.753,goedgekeurd,,
2025-06-12T03:29:18+0200,3.754,goedgekeurd,,
2025-06-12T04:29:18+0200,3.753,goedgekeurd,,
2025-06-12T05:29:18+0200,3.754,goedgekeurd,,
2025-06-12T06:29:18+0200,3.751,goedgekeurd,,
