objectid,unicode,x,y,wvp,krw_lichaam,krw_code,grvl150mg,grvl1000mg,filter_zoet_zout,pmg_kwantiteit,krw_kwantiteit,krw_doel,verdroging,project,project_naam,kantonnier,vervanger,logger,evid_terrbeh,evid_terrbeh_txt,vergunning,iwaco,calibratie,lmg_rivm,pmg_kwal_2006,krw_kwal_2006,bestrijd_2006,pmg_kwal_2015,krw_kwal_2015,p2_bestrijd,p3_medisch,p4_industrie,onderhoudsronde,foto,opmerking,getal2,pmg_kwal_2012,krw_kwal_2012,bestrijd_2012,wrsch_verwijderd,em_slimflex_2015,tecontr_aanwezigheidput,veldlabel,pmg_kwal_2017,krw_kwal_2017,perc2bm_2017,perc3en4_2017,bronhouder,nitg_nr,buis_nr,krw_kwantiteit2019,InwinMethLoc
280,B42C0009-16,29835,401176,WVP1b,,,-1900,-2800,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"16",0,9
281,B42C0009-2,29835,401176,WVP1a,,,-1900,-2800,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"2",0,9
282,B42C0009-3,29835,401176,WVP1a,,,-1900,-2800,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"3",0,9
283,B42C0009-4,29835,401176,WVP1a,,,-1900,-2800,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"4",0,9
284,B42C0009-5,29835,401176,WVP1a,,,-1900,-2800,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"5",0,9
7404,EC-102_ondiep,,,,,,,,,,,,0,1,Perkpolder,,,,,,,,,,,,,,,,,,,"0",,0,,,,,,,,,,,,,EC,102_ondiep,,9
286,B42C0009-7,29835,401176,WVP1a,,,-1900,-2800,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"7",0,9
287,B42C0009-8,29835,401176,WVP1a,,,-1900,-2800,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"8",0,9
288,B42C0009-9,29835,401176,WVP1a,,,-1900,-2800,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0009,"9",0,9
289,B42C0010-1,26901,400857,FRP,,,-40,-728,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0010,"1",0,9
290,B42C0010-2,26901,400857,WVP1a,,,-40,-728,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0010,"2",0,9
291,B42C0010-3,26901,400857,WVP1a,,,-40,-728,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0010,"3",0,9
292,B42C0010-4,26901,400857,WVP1a,,,-40,-728,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0010,"4",0,9
293,B42C0011-1,27837,401193,,,,-780,-1680,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0011,"1",0,9
294,B42C0011-2,27837,401193,WVP1a,,,-780,-1680,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0011,"2",0,9
295,B42C0011-3,27837,401193,WVP1a,,,-780,-1680,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0011,"3",0,9
296,B42C0011-4,27837,401193,WVP1a,,,-780,-1680,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0011,"4",0,9
297,B42C0011-5,27837,401193,WVP1a,,,-780,-1680,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0011,"5",0,9
298,B42C0012-1,28740,401531,,,,-518,-1418,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0012,"1",0,9
299,B42C0012-2,28740,401531,WVP1a,,,-518,-1418,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0012,"2",0,9
3478,B42B0006-0,38087,412794,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42B0006,"0",,9
300,B42C0012-3,28740,401531,WVP1a,,,-518,-1418,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0012,"3",0,9
301,B42C0012-4,28740,401531,WVP1a,,,-518,-1418,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0012,"4",0,9
302,B42C0012-5,28740,401531,WVP1a,,,-518,-1418,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0012,"5",0,9
303,B42C0013-1,29632,401604,,,,-420,-1320,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0013,"1",0,9
304,B42C0013-2,29632,401604,WVP1a,,,-420,-1320,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0013,"2",0,9
305,B42C0013-3,29632,401604,WVP1a,,,-420,-1320,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0013,"3",0,9
306,B42C0013-4,29632,401604,WVP1a,,,-420,-1320,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0013,"4",0,9
307,B42C0013-5,29632,401604,WVP1a,,,-420,-1320,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0013,"5",0,9
308,B42C0014-1,29730,401920,,,,-35,-652,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0014,"1",0,9
309,B42C0015-1,29735,401855,DKL,,,187,-713,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0015,"1",0,9
310,B42C0016-1,29740,401785,,,,19,-881,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0016,"1",0,9
311,B42C0018-1,29770,401410,WVP1a,,,-1539,-2439,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0018,"1",0,9
312,B42C0019-1,29791,401260,DKL,,,-1899,-2799,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0019,"1",0,9
313,B42C0020-1,29790,401160,,,,-1912,-2812,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0020,"1",0,9
314,B42C0023-1,29040,401820,DKL,,,-67,-603,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0023,"1",0,9
315,B42C0024-1,29130,401700,DKL,,,-166,-1066,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0024,"1",0,9
316,B42C0025-1,29380,401375,,,,-1885,-2785,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0025,"1",0,9
317,B42C0026-1,29450,401280,,,,-2039,-2939,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0026,"1",0,9
318,B42C0027-1,29520,401190,,,,-2103,-3003,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0027,"1",0,9
319,B42C0028-1,29000,401690,DKL,,,-152,-1052,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0028,"1",0,9
320,B42C0029-1,28822,401226,,,,-2708,-3608,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0029,"1",0,9
321,B42C0030-1,28782,401140,DKL,,,-3016,-3916,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0030,"1",0,9
322,B42C0031-1,28744,401029,,,,-3159,-4059,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0031,"1",0,9
323,B42C0036-1,28255,401240,,,,-1618,-2518,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0036,"1",0,9
3479,B42B0007-0,37300,412700,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,0,0,,"0",,0,0,0,0,,,"60",,0,0,0,,,B42B0007,"0",,9
324,B42C0037-1,28285,401120,,,,-2398,-3298,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0037,"1",0,9
325,B42C0038-1,28300,401050,,,,-2973,-3873,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0038,"1",0,9
326,B42C0042-1,27630,401050,FRP,,,-1234,-2134,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0042,"1",0,9
327,B42C0043-1,27645,400985,FRP,,,-1627,-2527,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0043,"1",0,9
328,B42C0044-1,27670,400910,,,,-2213,-3113,zoet,0,0,,0,0,,,,0,1,HZL,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0044,"1",0,9
329,B42C0047-1,28305,401040,WVP1a,,,-2973,-3873,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0047,"1",0,9
330,B42C0047-2,28305,401040,WVP1b,,,-2973,-3873,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0047,"2",0,9
331,B42C0048-1,28444,400439,WVP1a,,,-2392,-3292,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0048,"1",0,9
7406,EC-103_diep,,,,,,,,,,,,0,1,Perkpolder,,,,,,,,,,,,,,,,,,,"0",,0,,,,,,,,,,,,,EC,103_diep,,9
332,B42C0048-2,28444,400439,WVP1b,,,-2392,-3292,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0048,"2",0,9
333,B42C0049-1,27670,400895,WVP1a,,,-2626,-3526,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0049,"1",0,9
334,B42C0049-2,27670,400895,WVP1a,,,-2626,-3526,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0049,"2",0,9
335,B42C0049-3,27670,400895,WVP1b,,,-2626,-3526,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0049,"3",0,9
336,B42C0050-1,27812,400419,WVP1a,,,-2832,-3732,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0050,"1",0,9
337,B42C0050-2,27812,400419,WVP1b,,,-2832,-3732,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0050,"2",0,9
338,B42C0051-1,29082,401063,WVP1a,,,-3188,-4088,zoet,0,0,,0,0,,,,0,0,,0,1,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"1",0,9
339,B42C0051-2,29082,401063,,,,-3188,-4088,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"2",0,9
340,B42C0051-51,29082,401063,,,,-3188,-4088,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"51",0,9
341,B42C0051-52,29082,401063,,,,-3188,-4088,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"52",0,9
342,B42C0051-53,29082,401063,,,,-3188,-4088,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"53",0,9
343,B42C0051-54,29082,401063,,,,-3188,-4088,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"54",0,9
344,B42C0051-56,29082,401063,,,,-3188,-4088,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0051,"56",0,9
345,B42C0052-1,29084,401050,WVP1a,,,-3228,-4128,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0052,"1",0,9
346,B42C0052-2,29084,401050,WVP1b,,,-3228,-4128,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0052,"2",0,9
347,B42C0052-3,29084,401050,WVP1b,,,-3228,-4128,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0052,"3",0,9
3480,B42B0007-60,37300,412700,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42B0007,"60",,9
348,B42C0052-4,29084,401050,WVP2,,,-3228,-4128,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0052,"4",0,9
349,B42C0053-1,29054,400813,WVP1a,,,-3101,-4001,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"1",0,9
350,B42C0053-2,29054,400813,,,,-3101,-4001,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"2",0,9
351,B42C0053-51,29054,400813,,,,-3101,-4001,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"51",0,9
352,B42C0053-52,29054,400813,,,,-3101,-4001,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"52",0,9
353,B42C0053-53,29054,400813,,,,-3101,-4001,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"53",0,9
354,B42C0053-54,29054,400813,,,,-3101,-4001,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"54",0,9
7408,EC-103_ondiep,,,,,,,,,,,,0,1,Perkpolder,,,,,,,,,,,,,,,,,,,"0",,0,,,,,,,,,,,,,EC,103_ondiep,,9
355,B42C0053-55,29054,400813,,,,-3101,-4001,deels zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"55",0,9
356,B42C0053-56,29054,400813,,,,-3101,-4001,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0053,"56",0,9
357,B42C0054-1,29020,400530,WVP1a,,,-2484,-3384,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"1",0,9
358,B42C0054-2,29020,400530,,,,-2484,-3384,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"2",0,9
359,B42C0054-51,29020,400530,,,,-2484,-3384,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"51",0,9
360,B42C0054-52,29020,400530,,,,-2484,-3384,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"52",0,9
361,B42C0054-53,29020,400530,,,,-2484,-3384,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"53",0,9
362,B42C0054-54,29020,400530,,,,-2484,-3384,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0054,"54",0,9
363,B42C0055-1,28360,400740,WVP1a,,,-3153,-4053,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0055,"1",0,9
364,B42C0055-2,28360,400740,WVP1b,,,-3153,-4053,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0055,"2",0,9
365,B42C0058-1,27021,400572,WVP1a,,,-2367,-3267,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0058,"1",0,9
366,B42C0058-2,27021,400572,WVP1a,,,-2367,-3267,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0058,"2",0,9
367,B42C0058-3,27021,400572,WVP1a,,,-2367,-3267,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0058,"3",0,9
368,B42C0058-4,27021,400572,,,,-2367,-3267,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0058,"4",0,9
369,B42C0058-5,27021,400572,WVP1b,,,-2367,-3267,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0058,"5",0,9
370,B42C0059-1,27139,400328,WVP1a,,,-2801,-3701,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0059,"1",0,9
371,B42C0059-2,27139,400328,WVP1a,,,-2801,-3701,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0059,"2",0,9
3481,B42B0007-64,37300,412700,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42B0007,"64",,9
372,B42C0060-1,26700,400475,WVP1a,,,-1984,-2884,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0060,"1",0,9
373,B42C0060-2,26700,400475,WVP1a,,,-1984,-2884,deels zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0060,"2",0,9
374,B42C0060-3,26700,400475,WVP1a,,,-1984,-2884,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0060,"3",0,9
375,B42C0060-4,26700,400475,,,,-1984,-2884,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0060,"4",0,9
376,B42C0061-1,29530,401125,WVP1a,,,-2181,-3081,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0061,"1",0,9
377,B42C0061-2,29530,401125,WVP1a,,,-2181,-3081,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0061,"2",0,9
7409,EC-104_diep,,,,,,,,,,,,0,1,Perkpolder,,,,,,,,,,,,,,,,,,,"0",,0,,,,,,,,,,,,,EC,104_diep,,9
378,B42C0062-1,28513,400901,WVP1a,,,-3201,-4101,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0062,"1",0,9
379,B42C0063-1,29950,401220,WVP1a,,,-1912,-2812,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0063,"1",0,9
380,B42C0064-1,28326,400900,WVP1a,,,-3217,-4117,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"1",0,9
381,B42C0064-2,28326,400900,WVP1b,,,-3217,-4117,deels zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"2",0,9
382,B42C0064-51,28326,400900,,,,-3217,-4117,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"51",0,9
383,B42C0064-52,28326,400900,,,,-3217,-4117,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"52",0,9
384,B42C0064-53,28326,400900,,,,-3217,-4117,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"53",0,9
385,B42C0064-54,28326,400900,,,,-3217,-4117,brak,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"54",0,9
386,B42C0064-55,28326,400900,,,,-3217,-4117,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0064,"55",0,9
387,B42C0066-1,29317,401084,WVP1a,,,-2912,-3812,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0066,"1",0,9
388,B42C0066-2,29317,401084,WVP1a,,,-2912,-3812,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0066,"2",0,9
389,B42C0067-1,29280,401075,WVP1a,,,-3082,-3982,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0067,"1",0,9
390,B42C0070-1,29165,401050,WVP1a,,,-3224,-4124,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0070,"1",0,9
391,B42C0074-1,29005,401030,WVP1a,,,-3220,-4120,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0074,"1",0,9
392,B42C0079-1,28810,400970,WVP1a,,,-3177,-4077,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0079,"1",0,9
393,B42C0080-1,29920,400170,,,,-35,-867,zout,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0080,"1",0,9
396,B42C0084-1,28589,400918,WVP1a,,,-3196,-4096,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0084,"1",0,9
397,B42C0085-1,28570,400925,WVP1a,,,-3196,-4096,zoet,0,0,,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,"0",,0,0,0,0,,,,,0,0,0,,,B42C0085,"1",0,9
