time,value,status_quality_control,censor_reason,censor_limit
2025-06-15T19:07:02+0200,0.281,afgekeurd,,
2025-06-15T20:07:02+0200,0.282,afgekeurd,,
2025-06-15T21:07:02+0200,0.283,afgekeurd,,
2025-06-15T22:07:02+0200,0.284,afgekeurd,,
2025-06-15T23:07:02+0200,0.282,afgekeurd,,
2025-06-16T00:07:02+0200,0.280,afgekeurd,,
2025-06-16T01:07:02+0200,0.281,afgekeurd,,
2025-06-16T02:07:02+0200,0.278,afgekeurd,,
2025-06-16T03:07:02+0200,0.278,afgekeurd,,
2025-06-16T04:07:02+0200,0.280,afgekeurd,,
2025-06-16T05:07:02+0200,0.279,afgekeurd,,
2025-06-16T06:07:02+0200,0.278,afgekeurd,,
2025-06-16T07:07:02+0200,0.279,afgekeurd,,
2025-06-16T08:07:02+0200,0.278,afgekeurd,,
2025-06-16T09:07:02+0200,0.278,afgekeurd,,
2025-06-16T10:07:02+0200,0.283,afgekeurd,,
2025-06-16T11:07:02+0200,0.282,afgekeurd,,
2025-06-16T12:07:02+0200,0.282,afgekeurd,,
2025-06-16T13:07:02+0200,0.283,afgekeurd,,
2025-06-16T14:07:02+0200,0.280,afgekeurd,,
2025-06-16T15:07:02+0200,0.281,afgekeurd,,
2025-06-16T16:07:02+0200,0.279,afgekeurd,,
2025-06-16T17:07:02+0200,0.282,afgekeurd,,
2025-06-16T18:07:02+0200,0.282,afgekeurd,,
2025-06-16T19:07:02+0200,0.280,afgekeurd,,
2025-06-16T20:07:02+0200,0.279,afgekeurd,,
2025-06-16T21:07:02+0200,0.281,afgekeurd,,
2025-06-16T22:07:02+0200,0.281,afgekeurd,,
2025-06-16T23:07:02+0200,0.280,afgekeurd,,
2025-06-17T00:07:02+0200,0.280,afgekeurd,,
2025-06-17T01:07:02+0200,0.279,afgekeurd,,
2025-06-17T02:07:07+0200,0.280,afgekeurd,,
2025-06-17T03:07:07+0200,0.282,afgekeurd,,
2025-06-17T04:07:07+0200,0.278,afgekeurd,,
2025-06-17T05:07:07+0200,0.280,afgekeurd,,
2025-06-17T06:07:07+0200,0.279,afgekeurd,,
2025-06-17T07:07:07+0200,0.279,afgekeurd,,
2025-06-17T08:07:07+0200,0.282,afgekeurd,,
2025-06-17T09:07:07+0200,0.282,afgekeurd,,
2025-06-17T10:07:07+0200,0.279,afgekeurd,,
2025-06-17T11:07:07+0200,0.280,afgekeurd,,
2025-06-17T12:07:07+0200,0.282,afgekeurd,,
2025-06-17T13:07:07+0200,0.282,afgekeurd,,
2025-06-17T14:07:07+0200,0.281,afgekeurd,,
2025-06-17T15:07:07+0200,0.281,afgekeurd,,
2025-06-17T16:07:07+0200,0.279,afgekeurd,,
2025-06-17T17:07:07+0200,0.280,afgekeurd,,
2025-06-17T18:07:07+0200,0.280,afgekeurd,,
2025-06-17T19:07:08+0200,0.281,afgekeurd,,
2025-06-17T20:07:08+0200,0.280,afgekeurd,,
2025-06-17T21:07:08+0200,0.283,afgekeurd,,
2025-06-17T22:07:08+0200,0.278,afgekeurd,,
2025-06-17T23:07:08+0200,0.278,afgekeurd,,
2025-06-18T00:07:09+0200,0.280,afgekeurd,,
2025-06-18T01:07:08+0200,0.283,afgekeurd,,
2025-06-18T02:07:08+0200,0.278,afgekeurd,,
2025-06-18T03:07:09+0200,0.280,afgekeurd,,
